dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,_category,_mechanism
species,Cerebellar Lobule 10 Vermis,needs_review,0.792065,HOMBA:AA30563,cerebellar morphology,bm25+hierarchy_parent,Cerebellar Lobule 10 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.712065,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 1 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 1 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 2 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 2 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 3 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+hierarchy_parent,Cerebellar Lobule 3 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 4 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 4 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 5 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 5 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 6 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 6 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 7 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 7 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 8 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 8 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
species,Cerebellar Lobule 9 Vermis,needs_review,0.798634,HOMBA:AA30563,cerebellar morphology,bm25+fuzzy+hierarchy_parent,Cerebellar Lobule 9 Vermis,cerebellar morphology,,1.0,cerebellar vermis,0.718634,D_homba_gap,HOMBA lacks this granularity
