lit_name,rank,bna_l2_abbr,bna_l2_name,bna_lobe,p_raw,p,n_papers,n_coords,k_papers,eff_n,n80,n_observed,top1_p
sup frontal,3,BG,Basal Ganglia,Subcortical Nuclei,0.1,0.0682,1.0,1,10.0,13.5,16,3,0.3411
sup frontal g 1,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup frontal g 2,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup frontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.4,0.2407,6.0,10,15.0,13.62,14,5,0.2408
sup frontal gyrus,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3333,0.2037,5.0,6,15.0,13.62,14,5,0.2408
sup frontal gyrus,3,PrG,Precentral Gyrus,Frontal Lobe,0.1333,0.0926,2.0,2,15.0,13.62,14,5,0.2408
sup frontal gyrus,4,BG,Basal Ganglia,Subcortical Nuclei,0.0667,0.0556,1.0,2,15.0,13.62,14,5,0.2408
sup frontal gyrus,5,Hipp,Hippocampus,Subcortical Nuclei,0.0667,0.0556,1.0,1,15.0,13.62,14,5,0.2408
sup frontal med gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup frontal orb,1,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
sup frontal orb,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup frontal sulcus,1,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup ft,1,CG,Cingulate Gyrus,Limbic Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup ft,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup lateral occipital cortex,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup loc,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,4,1.0,22.91,19,1,0.1153
sup medial frontal,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.2333,3.0,3,3.0,19.05,18,1,0.2335
sup medial frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup motor area,1,PCL,Paracentral Lobule,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup motor area,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup occipital,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
sup occipital gyrus,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.4,0.1471,2.0,4,5.0,20.06,18,4,0.1471
sup occipital gyrus,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.2,0.0882,1.0,4,5.0,20.06,18,4,0.1471
sup occipital gyrus,3,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
sup occipital gyrus,4,Pcun,Precuneus,Parietal Lobe,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
sup par,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup par lobule,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup par lobulek,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup parietal,1,SPL,Superior Parietal Lobule,Parietal Lobe,0.8,0.2647,4.0,5,5.0,17.25,18,2,0.2648
sup parietal,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.2,0.0882,1.0,1,5.0,17.25,18,2,0.2648
sup parietal gyrus,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
sup parietal lobe,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
sup parietal lobule,1,SPL,Superior Parietal Lobule,Parietal Lobe,0.6,0.2059,3.0,8,5.0,17.97,18,2,0.2059
sup parietal lobule,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.4,0.1471,2.0,3,5.0,17.97,18,2,0.2059
sup temp,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temp g,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temp gy,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,3,2.0,22.13,19,2,0.1071
sup temp gy,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup temp gym,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temp gyp,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup temp gyp,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
sup temp gyq,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temp gyrus,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temporal,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.6667,0.3095,6.0,10,9.0,14.49,16,3,0.3096
sup temporal,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.2222,0.119,2.0,2,9.0,14.49,16,3,0.3096
sup temporal,3,IPL,Inferior Parietal Lobule,Parietal Lobe,0.1111,0.0714,1.0,1,9.0,14.49,16,3,0.3096
sup temporal g,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temporal gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.3,0.1591,3.0,9,10.0,17.3,16,5,0.1592
sup temporal gyrus,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.2,0.1136,2.0,3,10.0,17.3,16,5,0.1592
sup temporal gyrus,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.2,0.1136,2.0,3,10.0,17.3,16,5,0.1592
sup temporal gyrus,4,IPL,Inferior Parietal Lobule,Parietal Lobe,0.2,0.1136,2.0,2,10.0,17.3,16,5,0.1592
sup temporal gyrus,5,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.1,0.0682,1.0,1,10.0,17.3,16,5,0.1592
sup temporal gyrusb,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup temporal pole,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.6667,0.1667,2.0,4,3.0,20.55,18,2,0.1668
sup temporal pole,2,INS,Insular Gyrus,Insular Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
sup temporal sulcus,1,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
sup tp,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
super marginal gyrus,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.15,0.1094,3.0,7,20.0,17.5,12,10,0.1094
superior,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.15,0.1094,3.0,5,20.0,17.5,12,10,0.1094
superior,3,PrG,Precentral Gyrus,Frontal Lobe,0.15,0.1094,3.0,4,20.0,17.5,12,10,0.1094
superior,4,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.1,0.0781,2.0,5,20.0,17.5,12,10,0.1094
superior,5,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.1,0.0781,2.0,4,20.0,17.5,12,10,0.1094
superior,6,MFG,Middle Frontal Gyrus,Frontal Lobe,0.1,0.0781,2.0,3,20.0,17.5,12,10,0.1094
superior,7,IPL,Inferior Parietal Lobule,Parietal Lobe,0.1,0.0781,2.0,2,20.0,17.5,12,10,0.1094
superior,8,BG,Basal Ganglia,Subcortical Nuclei,0.05,0.0469,1.0,2,20.0,17.5,12,10,0.1094
superior,9,SPL,Superior Parietal Lobule,Parietal Lobe,0.05,0.0469,1.0,2,20.0,17.5,12,10,0.1094
superior,10,CG,Cingulate Gyrus,Limbic Lobe,0.05,0.0469,1.0,1,20.0,17.5,12,10,0.1094
superior and inferior parietal,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior and inferior parietal sulcus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior and medial frontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
superior and medial frontal gyrus,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
superior and middle,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior and middle frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4444,0.2143,4.0,4,9.0,16.21,16,4,0.2143
superior and middle frontal gyrus,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3333,0.1667,3.0,3,9.0,16.21,16,4,0.2143
superior and middle frontal gyrus,3,BG,Basal Ganglia,Subcortical Nuclei,0.1111,0.0714,1.0,1,9.0,16.21,16,4,0.2143
superior and middle frontal gyrus,4,PoG,Postcentral Gyrus,Parietal Lobe,0.1111,0.0714,1.0,1,9.0,16.21,16,4,0.2143
superior and middle frontal gyrus 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1786,2.0,3,2.0,21.0,19,1,0.1787
superior and middle frontal gyrus 11,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior and middle frontal gyrus ba 8 9,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
superior and middle temporal gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.3333,0.1667,3.0,4,9.0,17.69,16,5,0.1668
superior and middle temporal gyrus,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.2222,0.119,2.0,2,9.0,17.69,16,5,0.1668
superior and middle temporal gyrus,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,0.2222,0.119,2.0,2,9.0,17.69,16,5,0.1668
superior and middle temporal gyrus,4,IPL,Inferior Parietal Lobule,Parietal Lobe,0.1111,0.0714,1.0,1,9.0,17.69,16,5,0.1668
superior and middle temporal gyrus,5,PoG,Postcentral Gyrus,Parietal Lobe,0.1111,0.0714,1.0,1,9.0,17.69,16,5,0.1668
superior and middle temporal gyrus 21,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior and middle temporal gyrus 22 21,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,3,1.0,22.91,19,1,0.1153
superior and middle temporal gyrus 42 22 21,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior anterior insula,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior anterior temporal cortex,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior caudate,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior cerebellar peduncle,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior cingulate sulcus,1,CG,Cingulate Gyrus,Limbic Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
superior cingulate sulcus,2,PCL,Paracentral Lobule,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
superior cingulate sulcus,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
superior circular sulcus of the insula,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior cluster,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior colliculus,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior corona radiata,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.6531,0.5328,32.0,46,49.0,5.65,4,5,0.5327
superior frontal,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2653,0.2213,13.0,17,49.0,5.65,4,5,0.5327
superior frontal,3,PrG,Precentral Gyrus,Frontal Lobe,0.0408,0.041,2.0,2,49.0,5.65,4,5,0.5327
superior frontal,4,Tha,Thalamus,Subcortical Nuclei,0.0204,0.0246,1.0,2,49.0,5.65,4,5,0.5327
superior frontal,5,BG,Basal Ganglia,Subcortical Nuclei,0.0204,0.0246,1.0,1,49.0,5.65,4,5,0.5327
superior frontal 1,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4118,0.2586,7.0,13,17.0,13.64,13,6,0.2588
superior frontal cortex,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2353,0.1552,4.0,5,17.0,13.64,13,6,0.2588
superior frontal cortex,3,Tha,Thalamus,Subcortical Nuclei,0.1765,0.1207,3.0,3,17.0,13.64,13,6,0.2588
superior frontal cortex,4,Hipp,Hippocampus,Subcortical Nuclei,0.0588,0.0517,1.0,2,17.0,13.64,13,6,0.2588
superior frontal cortex,5,BG,Basal Ganglia,Subcortical Nuclei,0.0588,0.0517,1.0,1,17.0,13.64,13,6,0.2588
superior frontal cortex,6,PrG,Precentral Gyrus,Frontal Lobe,0.0588,0.0517,1.0,1,17.0,13.64,13,6,0.2588
superior frontal cortex ba 10,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal cortex ba 6,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal ctx,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
superior frontal g,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4545,0.2391,5.0,11,11.0,16.33,15,6,0.2393
superior frontal g,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.1818,0.1087,2.0,3,11.0,16.33,15,6,0.2393
superior frontal g,3,INS,Insular Gyrus,Insular Lobe,0.0909,0.0652,1.0,2,11.0,16.33,15,6,0.2393
superior frontal g,4,BG,Basal Ganglia,Subcortical Nuclei,0.0909,0.0652,1.0,1,11.0,16.33,15,6,0.2393
superior frontal g,5,CG,Cingulate Gyrus,Limbic Lobe,0.0909,0.0652,1.0,1,11.0,16.33,15,6,0.2393
superior frontal g,6,PrG,Precentral Gyrus,Frontal Lobe,0.0909,0.0652,1.0,1,11.0,16.33,15,6,0.2393
superior frontal g ba 6,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal g ba 8,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
superior frontal g ba 9,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gryus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyr,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5591,0.5489,336.0,557,601.0,4.23,3,16,0.5491
superior frontal gyrus,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2529,0.2488,152.0,225,601.0,4.23,3,16,0.5491
superior frontal gyrus,3,BG,Basal Ganglia,Subcortical Nuclei,0.0483,0.0481,29.0,38,601.0,4.23,3,16,0.5491
superior frontal gyrus,4,PrG,Precentral Gyrus,Frontal Lobe,0.0483,0.0481,29.0,34,601.0,4.23,3,16,0.5491
superior frontal gyrus,5,OrG,Orbital Gyrus,Frontal Lobe,0.03,0.0302,18.0,21,601.0,4.23,3,16,0.5491
superior frontal gyrus,6,CG,Cingulate Gyrus,Limbic Lobe,0.0266,0.0269,16.0,21,601.0,4.23,3,16,0.5491
superior frontal gyrus,7,PCL,Paracentral Lobule,Frontal Lobe,0.0067,0.0073,4.0,5,601.0,4.23,3,16,0.5491
superior frontal gyrus,8,Hipp,Hippocampus,Subcortical Nuclei,0.005,0.0057,3.0,4,601.0,4.23,3,16,0.5491
superior frontal gyrus,9,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.005,0.0057,3.0,4,601.0,4.23,3,16,0.5491
superior frontal gyrus,10,Tha,Thalamus,Subcortical Nuclei,0.005,0.0057,3.0,4,601.0,4.23,3,16,0.5491
superior frontal gyrus,11,LOcC,lateral Occipital Cortex,Occipital Lobe,0.0033,0.0041,2.0,3,601.0,4.23,3,16,0.5491
superior frontal gyrus,12,Pcun,Precuneus,Parietal Lobe,0.0033,0.0041,2.0,2,601.0,4.23,3,16,0.5491
superior frontal gyrus,13,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.0017,0.0024,1.0,3,601.0,4.23,3,16,0.5491
superior frontal gyrus,14,FuG,Fusiform Gyrus,Temporal Lobe,0.0017,0.0024,1.0,1,601.0,4.23,3,16,0.5491
superior frontal gyrus,15,IPL,Inferior Parietal Lobule,Parietal Lobe,0.0017,0.0024,1.0,1,601.0,4.23,3,16,0.5491
superior frontal gyrus,16,PhG,Parahippocampal Gyrus,Temporal Lobe,0.0017,0.0024,1.0,1,601.0,4.23,3,16,0.5491
superior frontal gyrus 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.2333,3.0,7,3.0,19.05,18,1,0.2335
superior frontal gyrus 11,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
superior frontal gyrus 1997,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyrus 24,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyrus 6,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4,0.2045,4.0,10,10.0,15.91,16,4,0.2046
superior frontal gyrus 6,2,PrG,Precentral Gyrus,Frontal Lobe,0.3,0.1591,3.0,4,10.0,15.91,16,4,0.2046
superior frontal gyrus 6,3,BG,Basal Ganglia,Subcortical Nuclei,0.2,0.1136,2.0,2,10.0,15.91,16,4,0.2046
superior frontal gyrus 6,4,Tha,Thalamus,Subcortical Nuclei,0.1,0.0682,1.0,1,10.0,15.91,16,4,0.2046
superior frontal gyrus 8,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.7143,0.2895,5.0,7,7.0,15.35,17,2,0.2896
superior frontal gyrus 8,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2857,0.1316,2.0,2,7.0,15.35,17,2,0.2896
superior frontal gyrus 8 9,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyrus 9,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1944,3.0,3,6.0,16.9,17,2,0.1943
superior frontal gyrus 9,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1944,3.0,3,6.0,16.9,17,2,0.1943
superior frontal gyrus 9 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyrus and sulcus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
superior frontal gyrus ba 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.6667,0.3095,6.0,7,9.0,13.72,16,2,0.3096
