lit_name,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_L2_abbr,bna_label_id_L,bna_label_id_R,n_papers,n_coords,p,p_raw,p_unobserved,k_total,n_support
hippocampus,29,Tha_L(R)_8_7,cTtha,caudal temporal thalamus,Tha,243,244,1,1,0.0041,0.003,0.00137,330,71
hippocampus amygdala,1,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,2,0.375,1.0,0.125,1,6
hippocampus and fusiform,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
hippocampus ba 35,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
hippocampus entorhinal cortex,1,Amyg_L(R)_2_1,mAmyg,medial amygdala,Amyg,211,212,1,1,0.75,1.0,0.25,1,2
hippocampus head,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
hippocampus tail,1,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,Tha,239,240,1,1,0.3,1.0,0.1,1,8
hippocampusa,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,2,0.75,1.0,0.25,1,2
hippocampusb,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
hippocampusroi,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
hips,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.375,1.0,0.125,1,6
hoc4v,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.6,1.0,0.2,1,3
hoc5,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,2,0.375,1.0,0.125,1,6
horizontal ramus of the anterior segment of the lateral fissure,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.375,1.0,0.125,1,6
hypothalamus,1,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,3,3,0.2188,0.3333,0.03125,9,14
hypothalamus,2,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,2,3,0.1562,0.2222,0.03125,9,14
hypothalamus,3,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,2,2,0.1562,0.2222,0.03125,9,14
hypothalamus,4,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,2,0.0938,0.1111,0.03125,9,14
hypothalamus,5,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.0938,0.1111,0.03125,9,14
hyppocampus,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
i middle cingulate cortex,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
i mpfc,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
i supplementary motor area,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,PrG,55,56,1,1,0.1765,0.5,0.05882,2,13
i supplementary motor area,2,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,1,1,0.1765,0.5,0.05882,2,13
i temporal g,1,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,1,1,0.375,1.0,0.125,1,6
i temporal lobe,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.375,1.0,0.125,1,6
i temporal pole,1,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.375,1.0,0.125,1,6
icc,1,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.4286,1.0,0.14286,1,5
ifc,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.1667,0.3333,0.05556,3,12
ifc,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1667,0.3333,0.05556,3,12
ifc,3,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.1667,0.3333,0.05556,3,12
ifg 13,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.375,1.0,0.125,1,6
ifg 44 45,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,3,0.1875,0.5,0.0625,2,12
ifg 44 45,2,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.1875,0.5,0.0625,2,12
ifg 45,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,2,2,0.4167,0.6667,0.08333,3,6
ifg 45,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,2,0.25,0.3333,0.08333,3,6
ifg 46,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,2,0.1429,0.25,0.04762,4,13
ifg 46,2,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.1429,0.25,0.04762,4,13
ifg 46,3,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1429,0.25,0.04762,4,13
ifg 46,4,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.1429,0.25,0.04762,4,13
ifg 47,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1154,0.25,0.03846,4,18
ifg 47,2,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.1154,0.25,0.03846,4,18
ifg 47,3,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.1154,0.25,0.03846,4,18
ifg 47,4,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.1154,0.25,0.03846,4,18
ifg 9,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,3,0.1875,0.5,0.0625,2,12
ifg 9,2,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.1875,0.5,0.0625,2,12
ifg ba 10,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.3333,1.0,0.11111,1,7
ifg ba 44,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,2,3,0.5,1.0,0.1,2,6
ifg ba 45,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.1875,0.5,0.0625,2,12
ifg ba 45,2,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.1875,0.5,0.0625,2,12
ifg ba 45 47,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.375,1.0,0.125,1,6
ifg ba 47,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,2,2,0.5,1.0,0.1,2,6
ifg ba 9,1,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,3,3,0.5833,1.0,0.08333,3,6
ifg oper,1,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,2,0.1667,0.3333,0.05556,3,12
ifg oper,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1667,0.3333,0.05556,3,12
ifg oper,3,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.1667,0.3333,0.05556,3,12
ifg operc,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,2,0.375,1.0,0.125,1,6
ifg opercular,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.1765,0.5,0.05882,2,13
ifg opercular,2,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.1765,0.5,0.05882,2,13
ifg opercularis,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,2,2,0.2778,0.6667,0.05556,3,12
ifg opercularis,2,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.1667,0.3333,0.05556,3,12
ifg orb,1,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.375,1.0,0.125,1,6
ifg orbit,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,4,0.1667,0.3333,0.05556,3,12
ifg orbit,2,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,3,0.1667,0.3333,0.05556,3,12
ifg orbit,3,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.1667,0.3333,0.05556,3,12
ifg orbitalis,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.375,1.0,0.125,1,6
ifg p op,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,3,0.1875,0.5,0.0625,2,12
ifg p op,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1875,0.5,0.0625,2,12
ifg p tr,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.1667,0.3333,0.05556,3,12
ifg p tr,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1667,0.3333,0.05556,3,12
ifg p tr,3,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.1667,0.3333,0.05556,3,12
ifg p tri,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.375,1.0,0.125,1,6
ifg p triang ba 45,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.3333,1.0,0.11111,1,7
ifg pars opercularis,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,5,0.1765,0.5,0.05882,2,13
ifg pars opercularis,2,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.1765,0.5,0.05882,2,13
ifg pars opercularis 44,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,2,0.12,0.3333,0.04,3,19
ifg pars opercularis 44,2,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.12,0.3333,0.04,3,19
ifg pars opercularis 44,3,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.12,0.3333,0.04,3,19
ifg pars opercularis 45,1,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.375,1.0,0.125,1,6
ifg pars orbitalis,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,2,2,0.3571,0.5,0.07143,4,6
ifg pars orbitalis,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.2143,0.25,0.07143,4,6
ifg pars orbitalis,3,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,1,1,0.2143,0.25,0.07143,4,6
ifg pars triangularis,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,2,3,0.1852,0.2857,0.03704,7,13
ifg pars triangularis,2,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,2,2,0.1852,0.2857,0.03704,7,13
ifg pars triangularis,3,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,2,0.1111,0.1429,0.03704,7,13
ifg pars triangularis,4,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1111,0.1429,0.03704,7,13
ifg pars triangularis,5,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.1111,0.1429,0.03704,7,13
ifg pars triangularis 45,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,2,0.375,1.0,0.125,1,6
ifg pars triangularis ba 44,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.375,1.0,0.125,1,6
ifg pars triangularis ba 45,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.3,0.5,0.1,2,6
ifg pars triangularis ba 45,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.3,0.5,0.1,2,6
ifg pars yriangularis,1,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.375,1.0,0.125,1,6
ifg tri,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.375,1.0,0.125,1,6
ifg triang,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,3,0.1579,0.3333,0.05263,3,13
ifg triang,2,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,2,0.1579,0.3333,0.05263,3,13
ifg triang,3,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,1,0.1579,0.3333,0.05263,3,13
ifg triangular,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.375,1.0,0.125,1,6
ifg triangularis,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.25,0.3333,0.08333,3,6
ifg triangularis,2,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.25,0.3333,0.08333,3,6
ifg triangularis,3,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.25,0.3333,0.08333,3,6
ifg1,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,2,2,0.5,1.0,0.1,2,6
ifg2,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.375,1.0,0.125,1,6
ifg3,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.3333,1.0,0.11111,1,7
ifg4,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.375,1.0,0.125,1,6
ifg9,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.375,1.0,0.125,1,6
ifgoper,1,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.375,1.0,0.125,1,6
ifgorb,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.375,1.0,0.125,1,6
ifj,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,3,6,0.2414,0.6,0.03448,5,19
ifj,2,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.1034,0.2,0.03448,5,19
ifj,3,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.1034,0.2,0.03448,5,19
ifo,1,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.375,1.0,0.125,1,6
increased caudate body,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.375,1.0,0.125,1,6
inf and dorsolat pfc,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.3,0.5,0.1,2,6
inf and dorsolat pfc,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.3,0.5,0.1,2,6
inf cerebellum,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",PoG,155,156,1,1,0.5,1.0,0.16667,1,4
inf f,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.3333,1.0,0.11111,1,7
inf f g,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.3,0.5,0.1,2,6
inf f g,2,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.3,0.5,0.1,2,6
inf fr gy,1,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,1,3,0.125,0.3333,0.04167,3,18
inf fr gy,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,3,0.125,0.3333,0.04167,3,18
inf fr gy,3,STG_L(R)_6_5,A38l,lateral area 38,STG,77,78,1,1,0.125,0.3333,0.04167,3,18
inf fr gyh,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,2,0.375,1.0,0.125,1,6
inf fr gym,1,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,1,1,0.1875,0.5,0.0625,2,12
inf fr gym,2,STG_L(R)_6_5,A38l,lateral area 38,STG,77,78,1,1,0.1875,0.5,0.0625,2,12
inf fr gyp,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.375,1.0,0.125,1,6
inf fronal orb,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.375,1.0,0.125,1,6
inf front,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,2,0.125,0.3333,0.04167,3,18
inf front,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.125,0.3333,0.04167,3,18
inf front,3,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.125,0.3333,0.04167,3,18
inf front orb,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.375,1.0,0.125,1,6
inf front tri,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.375,1.0,0.125,1,6
inf frontal,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,2,0.1304,0.2,0.04348,5,13
inf frontal,2,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.1304,0.2,0.04348,5,13
inf frontal,3,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.1304,0.2,0.04348,5,13
inf frontal,4,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.1304,0.2,0.04348,5,13
inf frontal,5,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1304,0.2,0.04348,5,13
inf frontal g,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.1875,0.5,0.0625,2,12
inf frontal g,2,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.1875,0.5,0.0625,2,12
inf frontal gyr p orbitalis,1,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.375,1.0,0.125,1,6
inf frontal gyr p triangularis,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.375,1.0,0.125,1,6
inf frontal gyrus,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,4,6,0.2045,0.4,0.02273,10,24
inf frontal gyrus,2,IFG_L(R)_6_1,A44d,dorsal area 44,IFG,29,30,1,1,0.0682,0.1,0.02273,10,24
inf frontal gyrus,3,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.0682,0.1,0.02273,10,24
inf frontal gyrus,4,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.0682,0.1,0.02273,10,24
inf frontal gyrus,5,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.0682,0.1,0.02273,10,24
inf frontal gyrus,6,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,1,1,0.0682,0.1,0.02273,10,24
inf frontal gyrus,7,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.0682,0.1,0.02273,10,24
inf frontal gyrus ba 47,1,pSTS_L(R)_2_2,cpSTS,caudoposterior superior temporal sulcus,pSTS,123,124,1,4,0.2308,0.5,0.07692,2,9
inf frontal gyrus ba 47,2,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,2,0.2308,0.5,0.07692,2,9
inf frontal op gyrus,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.1765,0.5,0.05882,2,13
inf frontal op gyrus,2,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.1765,0.5,0.05882,2,13
inf frontal oper,1,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.1875,0.5,0.0625,2,12
inf frontal oper,2,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.1875,0.5,0.0625,2,12
inf frontal orb,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,1,1,0.25,0.3333,0.08333,3,6
inf frontal orb,2,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.25,0.3333,0.08333,3,6
inf frontal orb,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.25,0.3333,0.08333,3,6
inf frontal orb gyrus,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1875,0.5,0.0625,2,12
inf frontal orb gyrus,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.1875,0.5,0.0625,2,12
inf frontal tri,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,2,0.3,0.5,0.1,2,6
inf frontal tri,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.3,0.5,0.1,2,6
inf frontal tri gyrus,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.3333,1.0,0.11111,1,7
inf insula,1,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,1,1,0.375,1.0,0.125,1,6
inf lateral occipital cortex,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
inf loc,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
inf occ,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,2,0.2308,0.5,0.07692,2,9
inf occ,2,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.2308,0.5,0.07692,2,9
inf occipit,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.6,1.0,0.2,1,3
inf occipital,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
inf occipital g,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.375,1.0,0.125,1,6
inf occipital gyrus,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,5,5,0.5,0.625,0.04545,8,6
inf occipital gyrus,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,3,3,0.3182,0.375,0.04545,8,6
inf occipital gyrus ba 18,1,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,2,0.1875,0.5,0.0625,2,12
inf occipital gyrus ba 18,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.1875,0.5,0.0625,2,12
inf occipital lobe,1,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,1,0.375,1.0,0.125,1,6
inf occipito temporal,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.375,1.0,0.125,1,6
inf og,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.375,1.0,0.125,1,6
inf par,1,PoG_L(R)_4_3,A2,area 2,PoG,159,160,2,2,0.3125,0.6667,0.0625,3,10
inf par,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.1875,0.3333,0.0625,3,10
inf par lob,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,1,0.375,1.0,0.125,1,6
inf par lobule,1,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,1,1,0.375,1.0,0.125,1,6
inf par lobulek,1,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,1,1,0.375,1.0,0.125,1,6
inf parietal,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,4,5,0.2647,0.3333,0.02941,12,10
inf parietal,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,4,4,0.2647,0.3333,0.02941,12,10
inf parietal,3,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,3,5,0.2059,0.25,0.02941,12,10
inf parietal,4,PoG_L(R)_4_3,A2,area 2,PoG,159,160,1,1,0.0882,0.0833,0.02941,12,10
inf parietal gyrus,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,2,0.3,0.5,0.1,2,6
inf parietal gyrus,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.3,0.5,0.1,2,6
inf parietal lob,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,1,0.375,1.0,0.125,1,6
inf parietal lobe,1,ITG_L(R)_7_5,A37vl,ventrolateral area 37,ITG,97,98,1,1,0.3333,1.0,0.11111,1,7
inf parietal lobule,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,5,6,0.2245,0.2632,0.02041,19,11
inf parietal lobule,2,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),IPL,145,146,4,5,0.1837,0.2105,0.02041,19,11
inf parietal lobule,3,IPL_L(R)_6_4,A40c,caudal area 40(PFm),IPL,141,142,4,4,0.1837,0.2105,0.02041,19,11
inf parietal lobule,4,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,3,3,0.1429,0.1579,0.02041,19,11
inf parietal lobule,5,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,2,2,0.102,0.1053,0.02041,19,11
inf parietal lobule,6,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),IPL,137,138,1,1,0.0612,0.0526,0.02041,19,11
inf parietal lobule ba 40,1,pSTS_L(R)_2_2,cpSTS,caudoposterior superior temporal sulcus,pSTS,123,124,1,6,0.2308,0.5,0.07692,2,9
inf parietal lobule ba 40,2,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,5,0.2308,0.5,0.07692,2,9
inf parietal lobuleq,1,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,1,1,0.4286,1.0,0.14286,1,5
inf pcs,1,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,2,0.375,1.0,0.125,1,6
inf precentral g,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.375,1.0,0.125,1,6
inf precuneus,1,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),Pcun,151,152,1,1,0.5,1.0,0.16667,1,4
inf pt,1,STG_L(R)_6_4,A22c,caudal area 22,STG,75,76,1,1,0.375,1.0,0.125,1,6
inf temp,1,ITG_L(R)_7_6,A20cl,caudolateral of area 20,ITG,99,100,2,2,0.2632,0.5,0.05263,4,11
inf temp,2,ITG_L(R)_7_1,A20iv,intermediate ventral area 20,ITG,89,90,1,1,0.1579,0.25,0.05263,4,11
inf temp,3,MTG_L(R)_4_1,A21c,caudal area 21,MTG,81,82,1,1,0.1579,0.25,0.05263,4,11
inf temp gy,1,MTG_L(R)_4_4,aSTS,anterior superior temporal sulcus,MTG,87,88,1,1,0.5,1.0,0.16667,1,4
inf temp gyp,1,MTG_L(R)_4_4,aSTS,anterior superior temporal sulcus,MTG,87,88,1,1,0.5,1.0,0.16667,1,4
inf temporal,1,MTG_L(R)_4_1,A21c,caudal area 21,MTG,81,82,3,3,0.25,0.4286,0.03571,7,14
