lit_name,lit_surface_top,lit_n_surface,k_papers,n_observed,eff_n,n80,top1_p,rank,bna_L2_abbr,bna_L2_name,bna_lobe,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved,lit_surface_forms
precs,PreCS,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,PreCS
precu,PRECU,6,6.0,3,18.0,17,0.1943,1,Pcun,Precuneus,Parietal Lobe,3.0,3.0,4,0.1944,0.5,0.02778,PRECU | L Precu | L.PreCU (−) | PreCu | R PRECU | R Precu
precu,PRECU,6,6.0,3,18.0,17,0.1943,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.1389,0.3333,0.02778,PRECU | L Precu | L.PreCU (−) | PreCu | R PRECU | R Precu
precu,PRECU,6,6.0,3,18.0,17,0.1943,3,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,3,0.0833,0.1667,0.02778,PRECU | L Precu | L.PreCU (−) | PreCu | R PRECU | R Precu
precun,PreCun,1,2.0,2,22.13,19,0.1071,1,Pcun,Precuneus,Parietal Lobe,1.0,1.0,2,0.1071,0.5,0.03571,PreCun
precun,PreCun,1,2.0,2,22.13,19,0.1071,2,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,PreCun
precuneal cortex,Precuneal cortex,1,1.0,1,22.91,19,0.1153,1,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precuneal cortex
precuneas,Precuneas,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precuneas
precuneous,Precuneous,2,4.0,2,19.34,18,0.1564,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Precuneous | R precuneous
precuneous,Precuneous,2,4.0,2,19.34,18,0.1564,2,Pcun,Precuneus,Parietal Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Precuneous | R precuneous
precuneous c,Precuneous C.,1,1.0,1,22.91,19,0.1153,1,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precuneous C.
precuneous cortex,Precuneous cortex,4,5.0,3,19.22,18,0.1471,1,Pcun,Precuneus,Parietal Lobe,2.0,2.0,3,0.1471,0.4,0.02941,Precuneous cortex | Bilateral precuneous cortex | Precuneous Cortex | Precuneous cortex (54.1%)
precuneous cortex,Precuneous cortex,4,5.0,3,19.22,18,0.1471,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.1471,0.4,0.02941,Precuneous cortex | Bilateral precuneous cortex | Precuneous Cortex | Precuneous cortex (54.1%)
precuneous cortex,Precuneous cortex,4,5.0,3,19.22,18,0.1471,3,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,1.0,1,0.0882,0.2,0.02941,Precuneous cortex | Bilateral precuneous cortex | Precuneous Cortex | Precuneous cortex (54.1%)
precunes ba 7,LH precunes (BA 7),1,1.0,1,22.91,19,0.1153,1,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,LH precunes (BA 7)
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,1,Pcun,Precuneus,Parietal Lobe,376.0,376.0,634,0.5158,0.5237,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,2,SPL,Superior Parietal Lobule,Parietal Lobe,104.0,104.0,128,0.1432,0.1448,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,3,LOcC,lateral Occipital Cortex,Occipital Lobe,59.0,59.0,74,0.0815,0.0822,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,4,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,58.0,58.0,92,0.0801,0.0808,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,5,CG,Cingulate Gyrus,Limbic Lobe,54.0,54.0,78,0.0747,0.0752,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,6,IPL,Inferior Parietal Lobule,Parietal Lobe,32.0,32.0,39,0.0445,0.0446,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,7,PCL,Paracentral Lobule,Frontal Lobe,14.0,14.0,14,0.0199,0.0195,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,8,Tha,Thalamus,Subcortical Nuclei,6.0,6.0,8,0.0089,0.0084,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,9,BG,Basal Ganglia,Subcortical Nuclei,4.0,4.0,4,0.0062,0.0056,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,10,SFG,Superior Frontal Gyrus,Frontal Lobe,3.0,3.0,4,0.0048,0.0042,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,11,Hipp,Hippocampus,Subcortical Nuclei,3.0,3.0,3,0.0048,0.0042,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,12,PoG,Postcentral Gyrus,Parietal Lobe,2.0,2.0,2,0.0034,0.0028,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,13,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.0021,0.0014,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,14,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,1.0,1,0.0021,0.0014,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus,Precuneus,76,718.0,15,5.29,4,0.5156,15,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.0021,0.0014,0.00068,Precuneus | Right precuneus | Left precuneus | R precuneus | L precuneus | R Precuneus | precuneus | L Precuneus | Left Precuneus | Right Precuneus
precuneus 19,Left precuneus (19),3,4.0,2,18.85,18,0.219,1,IPL,Inferior Parietal Lobule,Parietal Lobe,3.0,3.0,3,0.2188,0.75,0.03125,Left precuneus (19) | L precuneus (19) | Precuneus (19)
precuneus 19,Left precuneus (19),3,4.0,2,18.85,18,0.219,2,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Left precuneus (19) | L precuneus (19) | Precuneus (19)
precuneus 28,Precuneus [28]*,1,1.0,1,22.91,19,0.1153,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precuneus [28]*
precuneus 31,Precuneus (31),3,4.0,3,20.24,18,0.1564,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.1562,0.5,0.03125,Precuneus (31) | Left precuneus (31) | Right precuneus (31)
precuneus 31,Precuneus (31),3,4.0,3,20.24,18,0.1564,2,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Precuneus (31) | Left precuneus (31) | Right precuneus (31)
precuneus 31,Precuneus (31),3,4.0,3,20.24,18,0.1564,3,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Precuneus (31) | Left precuneus (31) | Right precuneus (31)
precuneus 7,Precuneus (7),6,16.0,5,13.29,13,0.2677,1,Pcun,Precuneus,Parietal Lobe,7.0,7.0,11,0.2679,0.4375,0.01786,Precuneus (7) | Left precuneus (7) | R precuneus (7) | Right precuneus (7) | Lt precuneus (7) | R Precuneus (7)
precuneus 7,Precuneus (7),6,16.0,5,13.29,13,0.2677,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,4.0,4.0,5,0.1607,0.25,0.01786,Precuneus (7) | Left precuneus (7) | R precuneus (7) | Right precuneus (7) | Lt precuneus (7) | R Precuneus (7)
precuneus 7,Precuneus (7),6,16.0,5,13.29,13,0.2677,3,SPL,Superior Parietal Lobule,Parietal Lobe,3.0,3.0,5,0.125,0.1875,0.01786,Precuneus (7) | Left precuneus (7) | R precuneus (7) | Right precuneus (7) | Lt precuneus (7) | R Precuneus (7)
precuneus 7,Precuneus (7),6,16.0,5,13.29,13,0.2677,4,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.0536,0.0625,0.01786,Precuneus (7) | Left precuneus (7) | R precuneus (7) | Right precuneus (7) | Lt precuneus (7) | R Precuneus (7)
precuneus 7,Precuneus (7),6,16.0,5,13.29,13,0.2677,5,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.0536,0.0625,0.01786,Precuneus (7) | Left precuneus (7) | R precuneus (7) | Right precuneus (7) | Lt precuneus (7) | R Precuneus (7)
precuneus 7 19,Right precuneus (7/19),1,1.0,1,22.91,19,0.1153,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Right precuneus (7/19)
precuneus and,Bilateral precuneus and extend to MCC and calcarine gyrus,3,3.0,2,20.55,18,0.1668,1,Pcun,Precuneus,Parietal Lobe,2.0,2.0,2,0.1667,0.6667,0.03333,Bilateral precuneus and extend to MCC and calcarine gyrus | Bilateral precuneus and extend to calcarine gyrus | Precuneus_R&L
precuneus and,Bilateral precuneus and extend to MCC and calcarine gyrus,3,3.0,2,20.55,18,0.1668,2,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1,0.3333,0.03333,Bilateral precuneus and extend to MCC and calcarine gyrus | Bilateral precuneus and extend to calcarine gyrus | Precuneus_R&L
precuneus and cingulate gyrus 7 31,"Right precuneus and cingulate gyrus (7, 31)",1,1.0,1,22.91,19,0.1153,1,PCL,Paracentral Lobule,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,"Right precuneus and cingulate gyrus (7, 31)"
precuneus ba 19,L precuneus (BA 19),4,4.0,1,17.24,18,0.2815,1,IPL,Inferior Parietal Lobule,Parietal Lobe,4.0,4.0,4,0.2812,1.0,0.03125,L precuneus (BA 19) | Left Precuneus BA 19 | Left precuneus (BA 19) | R Precuneus (BA 19)
precuneus ba 31,L precuneus (BA31),7,8.0,4,17.52,16,0.175,1,Pcun,Precuneus,Parietal Lobe,3.0,3.0,3,0.175,0.375,0.025,L precuneus (BA31) | Left precuneus (BA 31) | Precuneus (BA 31) | Precuneus (BA31) | R Precuneus (BA 31) | R. Precuneus (BA 31) | Right Precuneus (BA 31)
precuneus ba 31,L precuneus (BA31),7,8.0,4,17.52,16,0.175,2,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,2,0.125,0.25,0.025,L precuneus (BA31) | Left precuneus (BA 31) | Precuneus (BA 31) | Precuneus (BA31) | R Precuneus (BA 31) | R. Precuneus (BA 31) | Right Precuneus (BA 31)
precuneus ba 31,L precuneus (BA31),7,8.0,4,17.52,16,0.175,3,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.125,0.25,0.025,L precuneus (BA31) | Left precuneus (BA 31) | Precuneus (BA 31) | Precuneus (BA31) | R Precuneus (BA 31) | R. Precuneus (BA 31) | Right Precuneus (BA 31)
precuneus ba 31,L precuneus (BA31),7,8.0,4,17.52,16,0.175,4,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.075,0.125,0.025,L precuneus (BA31) | Left precuneus (BA 31) | Precuneus (BA 31) | Precuneus (BA31) | R Precuneus (BA 31) | R. Precuneus (BA 31) | Right Precuneus (BA 31)
precuneus ba 5,Left precuneus (BA5),1,1.0,1,22.91,19,0.1153,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left precuneus (BA5)
precuneus ba 7,Precuneus (BA 7),20,28.0,6,10.06,9,0.3875,1,Pcun,Precuneus,Parietal Lobe,15.0,15.0,21,0.3875,0.5357,0.0125,Precuneus (BA 7) | Precuneus (BA7) | RH precuneus (BA 7) | Right precuneus (BA 7) | 7. left precuneus (BA7) | L Precuneus (BA 7) | L precuneus (BA 7) | L precuneus BA 7 | L. Precuneus (BA 7) | LH precuneus (BA 7)
precuneus ba 7,Precuneus (BA 7),20,28.0,6,10.06,9,0.3875,2,SPL,Superior Parietal Lobule,Parietal Lobe,5.0,5.0,5,0.1375,0.1786,0.0125,Precuneus (BA 7) | Precuneus (BA7) | RH precuneus (BA 7) | Right precuneus (BA 7) | 7. left precuneus (BA7) | L Precuneus (BA 7) | L precuneus (BA 7) | L precuneus BA 7 | L. Precuneus (BA 7) | LH precuneus (BA 7)
precuneus ba 7,Precuneus (BA 7),20,28.0,6,10.06,9,0.3875,3,BG,Basal Ganglia,Subcortical Nuclei,3.0,3.0,3,0.0875,0.1071,0.0125,Precuneus (BA 7) | Precuneus (BA7) | RH precuneus (BA 7) | Right precuneus (BA 7) | 7. left precuneus (BA7) | L Precuneus (BA 7) | L precuneus (BA 7) | L precuneus BA 7 | L. Precuneus (BA 7) | LH precuneus (BA 7)
precuneus ba 7,Precuneus (BA 7),20,28.0,6,10.06,9,0.3875,4,LOcC,lateral Occipital Cortex,Occipital Lobe,2.0,2.0,2,0.0625,0.0714,0.0125,Precuneus (BA 7) | Precuneus (BA7) | RH precuneus (BA 7) | Right precuneus (BA 7) | 7. left precuneus (BA7) | L Precuneus (BA 7) | L precuneus (BA 7) | L precuneus BA 7 | L. Precuneus (BA 7) | LH precuneus (BA 7)
precuneus ba 7,Precuneus (BA 7),20,28.0,6,10.06,9,0.3875,5,Tha,Thalamus,Subcortical Nuclei,2.0,2.0,2,0.0625,0.0714,0.0125,Precuneus (BA 7) | Precuneus (BA7) | RH precuneus (BA 7) | Right precuneus (BA 7) | 7. left precuneus (BA7) | L Precuneus (BA 7) | L precuneus (BA 7) | L precuneus BA 7 | L. Precuneus (BA 7) | LH precuneus (BA 7)
precuneus ba 7,Precuneus (BA 7),20,28.0,6,10.06,9,0.3875,6,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.0375,0.0357,0.0125,Precuneus (BA 7) | Precuneus (BA7) | RH precuneus (BA 7) | Right precuneus (BA 7) | 7. left precuneus (BA7) | L Precuneus (BA 7) | L precuneus (BA 7) | L precuneus BA 7 | L. Precuneus (BA 7) | LH precuneus (BA 7)
precuneus cortex,Precuneus Cortex,10,12.0,3,11.8,15,0.3961,1,Pcun,Precuneus,Parietal Lobe,9.0,9.0,14,0.3958,0.75,0.02083,Precuneus Cortex | Precuneus cortex | L precuneus cortex | Precuneus Cortex (7M L) | Precuneus cortex (44%) | Precuneus cortex (90%) | R precuneus cortex | R. precuneus cortex | precuneus cortex | ‐ Precuneus Cortex
precuneus cortex,Precuneus Cortex,10,12.0,3,11.8,15,0.3961,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,2.0,2.0,4,0.1042,0.1667,0.02083,Precuneus Cortex | Precuneus cortex | L precuneus cortex | Precuneus Cortex (7M L) | Precuneus cortex (44%) | Precuneus cortex (90%) | R precuneus cortex | R. precuneus cortex | precuneus cortex | ‐ Precuneus Cortex
precuneus cortex,Precuneus Cortex,10,12.0,3,11.8,15,0.3961,3,PCL,Paracentral Lobule,Frontal Lobe,1.0,1.0,1,0.0625,0.0833,0.02083,Precuneus Cortex | Precuneus cortex | L precuneus cortex | Precuneus Cortex (7M L) | Precuneus cortex (44%) | Precuneus cortex (90%) | R precuneus cortex | R. precuneus cortex | precuneus cortex | ‐ Precuneus Cortex
precuneusa,Right precuneusa,2,2.0,1,21.0,19,0.1787,1,Pcun,Precuneus,Parietal Lobe,2.0,2.0,2,0.1786,1.0,0.03571,Right precuneusa | [3] Bilateral precuneusa
precuneusb,Precuneusb,2,3.0,1,19.05,18,0.2335,1,Pcun,Precuneus,Parietal Lobe,3.0,3.0,5,0.2333,1.0,0.03333,Precuneusb | Right precuneusb
precuneuso,PrecuneusO,1,1.0,1,22.91,19,0.1153,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,PrecuneusO
precunneus,Precunneus_R,1,1.0,1,22.91,19,0.1153,1,Pcun,Precuneus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precunneus_R
prefontal cortex,Prefontal cortex,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Prefontal cortex
prefrontal,L prefrontal,6,5.0,4,20.06,18,0.1471,1,SFG,Superior Frontal Gyrus,Frontal Lobe,2.0,2.0,7,0.1471,0.4,0.02941,L prefrontal | Prefrontal | Prefrontal(L) | Prefrontal(R) | prefrontal(L) | prefrontal(R)
prefrontal,L prefrontal,6,5.0,4,20.06,18,0.1471,2,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,4,0.0882,0.2,0.02941,L prefrontal | Prefrontal | Prefrontal(L) | Prefrontal(R) | prefrontal(L) | prefrontal(R)
prefrontal,L prefrontal,6,5.0,4,20.06,18,0.1471,3,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.0882,0.2,0.02941,L prefrontal | Prefrontal | Prefrontal(L) | Prefrontal(R) | prefrontal(L) | prefrontal(R)
prefrontal,L prefrontal,6,5.0,4,20.06,18,0.1471,4,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0882,0.2,0.02941,L prefrontal | Prefrontal | Prefrontal(L) | Prefrontal(R) | prefrontal(L) | prefrontal(R)
prefrontal area,Prefrontal area,1,2.0,2,22.13,19,0.1071,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,4,0.1071,0.5,0.03571,Prefrontal area
prefrontal area,Prefrontal area,1,2.0,2,22.13,19,0.1071,2,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Prefrontal area
prefrontal corrtex ba 10,L prefrontal corrtex (BA10),1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L prefrontal corrtex (BA10)
prefrontal cortex,Prefrontal cortex,7,17.0,6,13.0,13,0.3279,1,MFG,Middle Frontal Gyrus,Frontal Lobe,9.0,9.0,10,0.3276,0.5294,0.01724,Prefrontal cortex | PFC | L prefrontal cortex | R prefrontal cortex | PFC (IFS) | R PFC | R. prefrontal cortex
prefrontal cortex,Prefrontal cortex,7,17.0,6,13.0,13,0.3279,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,2.0,2.0,9,0.0862,0.1176,0.01724,Prefrontal cortex | PFC | L prefrontal cortex | R prefrontal cortex | PFC (IFS) | R PFC | R. prefrontal cortex
prefrontal cortex,Prefrontal cortex,7,17.0,6,13.0,13,0.3279,3,SFG,Superior Frontal Gyrus,Frontal Lobe,2.0,2.0,3,0.0862,0.1176,0.01724,Prefrontal cortex | PFC | L prefrontal cortex | R prefrontal cortex | PFC (IFS) | R PFC | R. prefrontal cortex
prefrontal cortex,Prefrontal cortex,7,17.0,6,13.0,13,0.3279,4,PrG,Precentral Gyrus,Frontal Lobe,2.0,2.0,2,0.0862,0.1176,0.01724,Prefrontal cortex | PFC | L prefrontal cortex | R prefrontal cortex | PFC (IFS) | R PFC | R. prefrontal cortex
prefrontal cortex,Prefrontal cortex,7,17.0,6,13.0,13,0.3279,5,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,1,0.0517,0.0588,0.01724,Prefrontal cortex | PFC | L prefrontal cortex | R prefrontal cortex | PFC (IFS) | R PFC | R. prefrontal cortex
prefrontal cortex,Prefrontal cortex,7,17.0,6,13.0,13,0.3279,6,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,1,0.0517,0.0588,0.01724,Prefrontal cortex | PFC | L prefrontal cortex | R prefrontal cortex | PFC (IFS) | R PFC | R. prefrontal cortex
prefrontal cortex ba 10,R prefrontal cortex (BA10),1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R prefrontal cortex (BA10)
prefrontal cortex ba 9 10,L prefrontal cortex (BA 9/10),1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L prefrontal cortex (BA 9/10)
prefrontal dorsolateral cortex,Prefrontal dorsolateral cortex,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Prefrontal dorsolateral cortex
prefrontal gyrus,B. Prefrontal Gyri,1,1.0,1,22.91,19,0.1153,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,B. Prefrontal Gyri
prefrontal lobe,Prefrontal lobe,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Prefrontal lobe
prefrontal subgyral area,R Prefrontal Subgyral Area,1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R Prefrontal Subgyral Area
preg,PreG,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,PreG
pregenual acc,Pregenual ACC,2,3.0,2,20.55,18,0.1668,1,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,4,0.1667,0.6667,0.03333,Pregenual ACC | Pregenual ACC (vmPFC)
pregenual acc,Pregenual ACC,2,3.0,2,20.55,18,0.1668,2,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,2,0.1,0.3333,0.03333,Pregenual ACC | Pregenual ACC (vmPFC)
pregenual anterior cingulate cortex,Pregenual anterior cingulate cortex (left),5,4.0,3,20.24,18,0.1564,1,CG,Cingulate Gyrus,Limbic Lobe,2.0,2.0,4,0.1562,0.5,0.03125,Pregenual anterior cingulate cortex (left) | Pregenual anterior cingulate cortex (right) | R pregenual anterior cingulate cortex | left pregenual anterior cingulate cortex | pregenual anterior cingulate cortex
pregenual anterior cingulate cortex,Pregenual anterior cingulate cortex (left),5,4.0,3,20.24,18,0.1564,2,OrG,Orbital Gyrus,Frontal Lobe,1.0,1.0,3,0.0938,0.25,0.03125,Pregenual anterior cingulate cortex (left) | Pregenual anterior cingulate cortex (right) | R pregenual anterior cingulate cortex | left pregenual anterior cingulate cortex | pregenual anterior cingulate cortex
pregenual anterior cingulate cortex,Pregenual anterior cingulate cortex (left),5,4.0,3,20.24,18,0.1564,3,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0938,0.25,0.03125,Pregenual anterior cingulate cortex (left) | Pregenual anterior cingulate cortex (right) | R pregenual anterior cingulate cortex | left pregenual anterior cingulate cortex | pregenual anterior cingulate cortex
pregenual anterior cingulate cortex 24,Left pregenual anterior cingulate cortex (24),1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left pregenual anterior cingulate cortex (24)
pregenual anterior cingulate cortex 24 and rostral prefrontal cortex 10,Left pregenual anterior cingulate cortex (24) and rostral prefrontal cortex (10),1,1.0,1,22.91,19,0.1153,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left pregenual anterior cingulate cortex (24) and rostral prefrontal cortex (10)
pregenual anterior cingulate cortex ba 24,Pregenual anterior cingulate cortex (BA 24),3,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,4,0.1154,1.0,0.03846,Pregenual anterior cingulate cortex (BA 24) | Pregenual anterior cingulate cortex (BA 24)** | Pregenual anterior cingulate cortex (BA 24)???
pregenual cing,Pregenual cing,1,1.0,1,22.91,19,0.1153,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Pregenual cing
premotor,Premotor left,3,3.0,2,20.55,18,0.1668,1,SFG,Superior Frontal Gyrus,Frontal Lobe,2.0,2.0,2,0.1667,0.6667,0.03333,Premotor left | Premotor right | Premotor-R
premotor,Premotor left,3,3.0,2,20.55,18,0.1668,2,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.1,0.3333,0.03333,Premotor left | Premotor right | Premotor-R
premotor area,Premotor area,2,3.0,2,20.55,18,0.1668,1,SFG,Superior Frontal Gyrus,Frontal Lobe,2.0,2.0,2,0.1667,0.6667,0.03333,Premotor area | Premotor area*???
