lit_name,lit_surface_top,lit_n_surface,bna_L2_abbr,bna_L2_name,k_papers,n_observed,n_support,eff_n,n80,top1_p,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_label_id_L,bna_label_id_R,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved
angluar gyrus,Angluar gyrus,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.375,1.0,0.125
angular,Angular,16,IPL,Inferior Parietal Lobule,36.0,4,6,4.12,3,0.3974,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,15.0,15.0,16,0.3974,0.4167,0.01282
angular,Angular,16,IPL,Inferior Parietal Lobule,36.0,4,6,4.12,3,0.3974,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,9.0,9.0,9,0.2436,0.25,0.01282
angular,Angular,16,IPL,Inferior Parietal Lobule,36.0,4,6,4.12,3,0.3974,3,IPL_L(R)_6_1,A39c,caudal area 39(PGp),135,136,7.0,7.0,7,0.1923,0.1944,0.01282
angular,Angular,16,IPL,Inferior Parietal Lobule,36.0,4,6,4.12,3,0.3974,4,IPL_L(R)_6_4,A40c,caudal area 40(PFm),141,142,5.0,5.0,5,0.141,0.1389,0.01282
angular,Angular,16,ITG,Inferior Temporal Gyrus,1.0,1,7,6.24,6,0.3333,1,ITG_L(R)_7_5,A37vl,ventrolateral area 37,97,98,1.0,1.0,1,0.3333,1.0,0.11111
angular,Angular,16,LOcC,lateral Occipital Cortex,2.0,2,6,5.17,4,0.3,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,209,210,1.0,1.0,1,0.3,0.5,0.1
angular,Angular,16,LOcC,lateral Occipital Cortex,2.0,2,6,5.17,4,0.3,2,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,1,0.3,0.5,0.1
angular,Angular,16,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,15,16,1.0,1.0,1,0.3333,1.0,0.11111
angular,Angular,16,SPL,Superior Parietal Lobule,3.0,2,5,3.92,3,0.4545,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),133,134,2.0,2.0,2,0.4545,0.6667,0.09091
angular,Angular,16,SPL,Superior Parietal Lobule,3.0,2,5,3.92,3,0.4545,2,SPL_L(R)_5_2,A7c,caudal area 7,127,128,1.0,1.0,1,0.2727,0.3333,0.09091
angular and inferior parietal,Angular & inferior parietal,1,MTG,Middle Temporal Gyrus,1.0,1,4,3.46,3,0.5,1,MTG_L(R)_4_3,A37dl,dorsolateral area 37,85,86,1.0,1.0,1,0.5,1.0,0.16667
angular cortex,Angular cortex,3,IPL,Inferior Parietal Lobule,3.0,2,6,4.66,4,0.4167,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,2.0,2.0,3,0.4167,0.6667,0.08333
angular cortex,Angular cortex,3,IPL,Inferior Parietal Lobule,3.0,2,6,4.66,4,0.4167,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,1.0,1.0,2,0.25,0.3333,0.08333
angular g,Angular G,12,IPL,Inferior Parietal Lobule,9.0,4,6,4.54,4,0.375,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,4.0,4.0,4,0.375,0.4444,0.04167
angular g,Angular G,12,IPL,Inferior Parietal Lobule,9.0,4,6,4.54,4,0.375,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,3.0,3.0,4,0.2917,0.3333,0.04167
angular g,Angular G,12,IPL,Inferior Parietal Lobule,9.0,4,6,4.54,4,0.375,3,IPL_L(R)_6_1,A39c,caudal area 39(PGp),135,136,1.0,1.0,1,0.125,0.1111,0.04167
angular g,Angular G,12,IPL,Inferior Parietal Lobule,9.0,4,6,4.54,4,0.375,4,IPL_L(R)_6_4,A40c,caudal area 40(PFm),141,142,1.0,1.0,1,0.125,0.1111,0.04167
angular g,Angular G,12,MTG,Middle Temporal Gyrus,3.0,1,4,2.56,2,0.7,1,MTG_L(R)_4_3,A37dl,dorsolateral area 37,85,86,3.0,3.0,4,0.7,1.0,0.1
angular g 1,L angular g (1),1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.375,1.0,0.125
angular g 2,L angular g (2),1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.375,1.0,0.125
angular gy,Angular Gy.,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,3,0.375,1.0,0.125
angular gyrus,Angular gyrus,58,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,1,0.375,1.0,0.125
angular gyrus,Angular gyrus,58,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,1,0.3333,1.0,0.11111
angular gyrus,Angular gyrus,58,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_1,A44d,dorsal area 44,29,30,1.0,1.0,1,0.375,1.0,0.125
angular gyrus,Angular gyrus,58,IPL,Inferior Parietal Lobule,246.0,6,6,3.81,3,0.4679,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,116.0,116.0,171,0.4679,0.4715,0.00201
angular gyrus,Angular gyrus,58,IPL,Inferior Parietal Lobule,246.0,6,6,3.81,3,0.4679,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,62.0,62.0,76,0.251,0.252,0.00201
angular gyrus,Angular gyrus,58,IPL,Inferior Parietal Lobule,246.0,6,6,3.81,3,0.4679,3,IPL_L(R)_6_1,A39c,caudal area 39(PGp),135,136,36.0,36.0,43,0.1466,0.1463,0.00201
angular gyrus,Angular gyrus,58,IPL,Inferior Parietal Lobule,246.0,6,6,3.81,3,0.4679,4,IPL_L(R)_6_4,A40c,caudal area 40(PFm),141,142,26.0,26.0,29,0.1064,0.1057,0.00201
angular gyrus,Angular gyrus,58,IPL,Inferior Parietal Lobule,246.0,6,6,3.81,3,0.4679,5,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),139,140,5.0,5.0,5,0.0221,0.0203,0.00201
angular gyrus,Angular gyrus,58,IPL,Inferior Parietal Lobule,246.0,6,6,3.81,3,0.4679,6,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),145,146,1.0,1.0,1,0.006,0.0041,0.00201
angular gyrus,Angular gyrus,58,ITG,Inferior Temporal Gyrus,1.0,1,7,6.24,6,0.3333,1,ITG_L(R)_7_5,A37vl,ventrolateral area 37,97,98,1.0,1.0,1,0.3333,1.0,0.11111
angular gyrus,Angular gyrus,58,LOcC,lateral Occipital Cortex,10.0,3,6,3.88,3,0.423,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,5.0,5.0,8,0.4231,0.5,0.03846
angular gyrus,Angular gyrus,58,LOcC,lateral Occipital Cortex,10.0,3,6,3.88,3,0.423,2,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,209,210,4.0,4.0,4,0.3462,0.4,0.03846
angular gyrus,Angular gyrus,58,LOcC,lateral Occipital Cortex,10.0,3,6,3.88,3,0.423,3,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,199,200,1.0,1.0,1,0.1154,0.1,0.03846
angular gyrus,Angular gyrus,58,MFG,Middle Frontal Gyrus,4.0,2,7,4.86,5,0.4666,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,15,16,3.0,3.0,3,0.4667,0.75,0.06667
angular gyrus,Angular gyrus,58,MFG,Middle Frontal Gyrus,4.0,2,7,4.86,5,0.4666,2,MFG_L(R)_7_2,IFJ,inferior frontal junction,17,18,1.0,1.0,1,0.2,0.25,0.06667
angular gyrus,Angular gyrus,58,MTG,Middle Temporal Gyrus,20.0,1,4,1.38,1,0.9319,1,MTG_L(R)_4_3,A37dl,dorsolateral area 37,85,86,20.0,20.0,23,0.9318,1.0,0.02273
angular gyrus,Angular gyrus,58,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,197,198,1.0,1.0,1,0.4286,1.0,0.14286
angular gyrus,Angular gyrus,58,PhG,Parahippocampal Gyrus,1.0,1,6,5.3,5,0.375,1,PhG_L(R)_6_2,A35/36c,caudal area 35/36,111,112,1.0,1.0,1,0.375,1.0,0.125
angular gyrus,Angular gyrus,58,SPL,Superior Parietal Lobule,12.0,2,5,2.42,2,0.7241,1,SPL_L(R)_5_5,A7ip,intraparietal area 7(hIP3),133,134,10.0,10.0,11,0.7241,0.8333,0.03448
angular gyrus,Angular gyrus,58,SPL,Superior Parietal Lobule,12.0,2,5,2.42,2,0.7241,2,SPL_L(R)_5_2,A7c,caudal area 7,127,128,2.0,2.0,2,0.1724,0.1667,0.03448
angular gyrus,Angular gyrus,58,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_4,A22c,caudal area 22,75,76,1.0,1.0,1,0.375,1.0,0.125
angular gyrus,Angular gyrus,58,pSTS,posterior Superior Temporal Sulcus,7.0,2,2,1.86,2,0.6875,1,pSTS_L(R)_2_2,cpSTS,caudoposterior superior temporal sulcus,123,124,5.0,5.0,7,0.6875,0.7143,0.0625
angular gyrus,Angular gyrus,58,pSTS,posterior Superior Temporal Sulcus,7.0,2,2,1.86,2,0.6875,2,pSTS_L(R)_2_1,rpSTS,rostroposterior superior temporal sulcus,121,122,2.0,2.0,3,0.3125,0.2857,0.0625
angular gyrus 39,Angular gyrus (39),4,IPL,Inferior Parietal Lobule,7.0,4,6,4.87,4,0.35,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,3.0,3.0,3,0.35,0.4286,0.05
angular gyrus 39,Angular gyrus (39),4,IPL,Inferior Parietal Lobule,7.0,4,6,4.87,4,0.35,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,2.0,2.0,3,0.25,0.2857,0.05
angular gyrus 39,Angular gyrus (39),4,IPL,Inferior Parietal Lobule,7.0,4,6,4.87,4,0.35,3,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),145,146,1.0,1.0,2,0.15,0.1429,0.05
angular gyrus 39,Angular gyrus (39),4,IPL,Inferior Parietal Lobule,7.0,4,6,4.87,4,0.35,4,IPL_L(R)_6_1,A39c,caudal area 39(PGp),135,136,1.0,1.0,1,0.15,0.1429,0.05
angular gyrus and superior temporal sulcus,Angular gyrus and superior temporal sulcus,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.375,1.0,0.125
angular gyrus ba 39,Angular gyrus (BA 39),8,IPL,Inferior Parietal Lobule,8.0,3,6,3.96,3,0.4999,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,5.0,5.0,5,0.5,0.625,0.04545
angular gyrus ba 39,Angular gyrus (BA 39),8,IPL,Inferior Parietal Lobule,8.0,3,6,3.96,3,0.4999,2,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,2.0,2.0,2,0.2273,0.25,0.04545
angular gyrus ba 39,Angular gyrus (BA 39),8,IPL,Inferior Parietal Lobule,8.0,3,6,3.96,3,0.4999,3,IPL_L(R)_6_1,A39c,caudal area 39(PGp),135,136,1.0,1.0,1,0.1364,0.125,0.04545
angular gyrus ba 40,Angular gyrus (BA 40),2,IPL,Inferior Parietal Lobule,2.0,2,6,5.17,4,0.3,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,1.0,1.0,1,0.3,0.5,0.1
angular gyrus ba 40,Angular gyrus (BA 40),2,IPL,Inferior Parietal Lobule,2.0,2,6,5.17,4,0.3,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.3,0.5,0.1
angular gyrus ba 7,Angular gyrus [BA7],2,IPL,Inferior Parietal Lobule,2.0,1,6,4.47,4,0.5,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,2.0,2.0,4,0.5,1.0,0.1
angular gyrus temporal parietal junction,L angular gyrus [temporal parietal junction],2,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,4,0.375,1.0,0.125
angular gyrus2,Angular gyrus2,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_4,A40c,caudal area 40(PFm),141,142,1.0,1.0,1,0.375,1.0,0.125
angular gyrusa,[4] R angular gyrusa,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,1.0,1.0,1,0.375,1.0,0.125
angular gyurs,Angular gyurs,2,IPL,Inferior Parietal Lobule,2.0,2,6,5.17,4,0.3,1,IPL_L(R)_6_2,A39rd,rostrodorsal area 39(Hip3),137,138,1.0,1.0,1,0.3,0.5,0.1
angular gyurs,Angular gyurs,2,IPL,Inferior Parietal Lobule,2.0,2,6,5.17,4,0.3,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.3,0.5,0.1
angular sulcus,R angular sulcus,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.375,1.0,0.125
ant cing cortex,Ant. Cing. Cortex,2,SFG,Superior Frontal Gyrus,2.0,2,7,6.04,5,0.2727,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,1,0.2727,0.5,0.09091
ant cing cortex,Ant. Cing. Cortex,2,SFG,Superior Frontal Gyrus,2.0,2,7,6.04,5,0.2727,2,SFG_L(R)_7_7,A10m,medial area 10,13,14,1.0,1.0,1,0.2727,0.5,0.09091
ant cing gyrus,Ant. Cing. Gyrus,1,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_5,A6m,medial area 6,9,10,1.0,1.0,1,0.3333,1.0,0.11111
ant cingulate,Ant. cingulate,2,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,1,0.3333,1.0,0.11111
ant cingulate,Ant. cingulate,2,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,1,0.3333,1.0,0.11111
ant cingulate cortex,L ant. cingulate cortex,2,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,2,0.3333,1.0,0.11111
ant cingulate gyrus,Ant cingulate gyrus,4,CG,Cingulate Gyrus,3.0,2,7,5.43,5,0.3846,1,CG_L(R)_7_5,A24cd,caudodorsal area 24,183,184,2.0,2.0,2,0.3846,0.6667,0.07692
ant cingulate gyrus,Ant cingulate gyrus,4,CG,Cingulate Gyrus,3.0,2,7,5.43,5,0.3846,2,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,1,0.2308,0.3333,0.07692
ant cingulate gyrus,Ant cingulate gyrus,4,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,1.0,1.0,1,0.3333,1.0,0.11111
ant cingulum,L ant cingulum,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
ant fusiform,L ant fusiform,2,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,103,104,1.0,1.0,1,0.4286,0.5,0.14286
ant fusiform,L ant fusiform,2,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,2,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,1.0,1.0,1,0.4286,0.5,0.14286
ant hippocampus,L Ant. Hippocampus,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,1.0,1.0,2,0.75,1.0,0.25
ant inferior temporal gyrus,Ant. inferior temporal gyrus,1,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_1,G,hypergranular insula,163,164,1.0,1.0,1,0.375,1.0,0.125
ant ins,L ant INS,2,INS,Insular Gyrus,2.0,2,6,5.17,4,0.3,1,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,1.0,1.0,1,0.3,0.5,0.1
ant ins,L ant INS,2,INS,Insular Gyrus,2.0,2,6,5.17,4,0.3,2,INS_L(R)_6_3,dIa,dorsal agranular insula,167,168,1.0,1.0,1,0.3,0.5,0.1
ant ins,L ant INS,2,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,1,0.375,1.0,0.125
ant insula,Ant insula,6,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,1,0.375,1.0,0.125
ant insula,Ant insula,6,INS,Insular Gyrus,6.0,2,6,3.46,3,0.611,1,INS_L(R)_6_3,dIa,dorsal agranular insula,167,168,5.0,5.0,6,0.6111,0.8333,0.05556
ant insula,Ant insula,6,INS,Insular Gyrus,6.0,2,6,3.46,3,0.611,2,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,1.0,1.0,1,0.1667,0.1667,0.05556
ant insula cl,Ant. insula cl,1,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_3,dIa,dorsal agranular insula,167,168,1.0,1.0,1,0.375,1.0,0.125
ant lobe cerebellum culmen,R ant lobe cerebellum culmen,1,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,1,0.6,1.0,0.2
ant mtg,LH ant MTG,1,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_6,A22r,rostral area 22,79,80,1.0,1.0,1,0.375,1.0,0.125
ant mtg itg,Ant MTG-ITG,1,ITG,Inferior Temporal Gyrus,1.0,1,7,6.24,6,0.3333,1,ITG_L(R)_7_4,A20il,intermediate lateral area 20,95,96,1.0,1.0,1,0.3333,1.0,0.11111
ant mtg sts,Ant MTG-STS,1,MTG,Middle Temporal Gyrus,1.0,1,4,3.46,3,0.5,1,MTG_L(R)_4_4,aSTS,anterior superior temporal sulcus,87,88,1.0,1.0,1,0.5,1.0,0.16667
ant sts,LH ant STS,1,STG,Superior Temporal Gyrus,2.0,2,6,5.17,4,0.3,1,STG_L(R)_6_5,A38l,lateral area 38,77,78,1.0,1.0,1,0.3,0.5,0.1
ant sts,LH ant STS,1,STG,Superior Temporal Gyrus,2.0,2,6,5.17,4,0.3,2,STG_L(R)_6_6,A22r,rostral area 22,79,80,1.0,1.0,1,0.3,0.5,0.1
ant thalamus,R ant thalamus,2,Tha,Thalamus,2.0,2,8,6.93,6,0.2501,1,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,245,246,1.0,1.0,2,0.25,0.5,0.08333
ant thalamus,R ant thalamus,2,Tha,Thalamus,2.0,2,8,6.93,6,0.2501,2,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,231,232,1.0,1.0,1,0.25,0.5,0.08333
anteiror cingulum,Anteiror Cingulum,1,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,1,CG_L(R)_7_2,A24rv,rostroventral area 24,177,178,1.0,1.0,1,0.2727,0.5,0.09091
anteiror cingulum,Anteiror Cingulum,1,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,2,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.2727,0.5,0.09091
anterio cingulate,Anterio cingulate,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_2,A24rv,rostroventral area 24,177,178,1.0,1.0,1,0.3333,1.0,0.11111
anterior,Anterior,1,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,1,CG_L(R)_7_2,A24rv,rostroventral area 24,177,178,1.0,1.0,1,0.2727,0.5,0.09091
anterior,Anterior,1,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,2,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.2727,0.5,0.09091
anterior,Anterior,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,3,0.375,1.0,0.125
anterior,Anterior,1,INS,Insular Gyrus,2.0,1,6,4.47,4,0.5,1,INS_L(R)_6_3,dIa,dorsal agranular insula,167,168,2.0,2.0,2,0.5,1.0,0.1
anterior,Anterior,1,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,197,198,1.0,1.0,1,0.4286,1.0,0.14286
anterior,Anterior,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,2,0.375,1.0,0.125
anterior and middle cingulate cortex,anterior and middle cingulate cortex,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,1,0.3333,1.0,0.11111
anterior and superior corona radiata,left anterior and superior corona radiata,1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,17,18,1.0,1.0,1,0.3333,1.0,0.11111
anterior calcarine sulcus,Anterior Calcarine Sulcus,1,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,191,192,1.0,1.0,1,0.4286,1.0,0.14286
anterior cc,Anterior CC,1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_1,vCa,ventral caudate,219,220,1.0,1.0,1,0.375,1.0,0.125
anterior cerebellum,Anterior cerebellum,1,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,103,104,1.0,1.0,1,0.4286,0.5,0.14286
anterior cerebellum,Anterior cerebellum,1,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,2,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,1.0,1.0,1,0.4286,0.5,0.14286
anterior cerebellum,Anterior cerebellum,1,MVOcC,MedioVentral Occipital Cortex,2.0,1,5,3.68,4,0.5556,1,MVOcC_L(R)_5_4,rLinG,rostral lingual gyrus,195,196,2.0,2.0,3,0.5556,1.0,0.11111
anterior cigulate cortex,anterior cigulate cortex,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
anterior cingulate,Anterior cingulate,32,BG,Basal Ganglia,7.0,3,6,4.22,3,0.45,1,BG_L(R)_6_1,vCa,ventral caudate,219,220,4.0,4.0,4,0.45,0.5714,0.05
anterior cingulate,Anterior cingulate,32,BG,Basal Ganglia,7.0,3,6,4.22,3,0.45,2,BG_L(R)_6_3,NAC,nucleus accumbens,223,224,2.0,2.0,2,0.25,0.2857,0.05
anterior cingulate,Anterior cingulate,32,BG,Basal Ganglia,7.0,3,6,4.22,3,0.45,3,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,1,0.15,0.1429,0.05
anterior cingulate,Anterior cingulate,32,CG,Cingulate Gyrus,122.0,5,7,3.91,3,0.3785,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,47.0,47.0,63,0.3785,0.3852,0.00398
anterior cingulate,Anterior cingulate,32,CG,Cingulate Gyrus,122.0,5,7,3.91,3,0.3785,2,CG_L(R)_7_3,A32p,pregenual area 32,179,180,41.0,41.0,54,0.3307,0.3361,0.00398
anterior cingulate,Anterior cingulate,32,CG,Cingulate Gyrus,122.0,5,7,3.91,3,0.3785,3,CG_L(R)_7_2,A24rv,rostroventral area 24,177,178,21.0,21.0,24,0.1713,0.1721,0.00398
anterior cingulate,Anterior cingulate,32,CG,Cingulate Gyrus,122.0,5,7,3.91,3,0.3785,4,CG_L(R)_7_5,A24cd,caudodorsal area 24,183,184,12.0,12.0,14,0.0996,0.0984,0.00398
anterior cingulate,Anterior cingulate,32,CG,Cingulate Gyrus,122.0,5,7,3.91,3,0.3785,5,CG_L(R)_7_6,A23c,caudal area 24,185,186,1.0,1.0,1,0.012,0.0082,0.00398
anterior cingulate,Anterior cingulate,32,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,1,0.375,1.0,0.125
anterior cingulate,Anterior cingulate,32,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_4,vId/vIg,ventral dysgranular and granular insula,169,170,1.0,1.0,1,0.375,1.0,0.125
anterior cingulate,Anterior cingulate,32,OrG,Orbital Gyrus,16.0,4,6,3.66,3,0.5527,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,10.0,10.0,12,0.5526,0.625,0.02632
anterior cingulate,Anterior cingulate,32,OrG,Orbital Gyrus,16.0,4,6,3.66,3,0.5527,2,OrG_L(R)_6_5,A13,area 13,49,50,3.0,3.0,3,0.1842,0.1875,0.02632
anterior cingulate,Anterior cingulate,32,OrG,Orbital Gyrus,16.0,4,6,3.66,3,0.5527,3,OrG_L(R)_6_3,A11l,lateral area 11,45,46,2.0,2.0,2,0.1316,0.125,0.02632
anterior cingulate,Anterior cingulate,32,OrG,Orbital Gyrus,16.0,4,6,3.66,3,0.5527,4,OrG_L(R)_6_4,A11m,medial area 11,47,48,1.0,1.0,1,0.0789,0.0625,0.02632
anterior cingulate,Anterior cingulate,32,SFG,Superior Frontal Gyrus,25.0,4,7,4.4,3,0.3684,1,SFG_L(R)_7_1,A8m,medial area 8,1,2,10.0,10.0,13,0.3684,0.4,0.01754
anterior cingulate,Anterior cingulate,32,SFG,Superior Frontal Gyrus,25.0,4,7,4.4,3,0.3684,2,SFG_L(R)_7_6,A9m,medial area 9,11,12,7.0,7.0,7,0.2632,0.28,0.01754
anterior cingulate,Anterior cingulate,32,SFG,Superior Frontal Gyrus,25.0,4,7,4.4,3,0.3684,3,SFG_L(R)_7_7,A10m,medial area 10,13,14,6.0,6.0,7,0.2281,0.24,0.01754
anterior cingulate,Anterior cingulate,32,SFG,Superior Frontal Gyrus,25.0,4,7,4.4,3,0.3684,4,SFG_L(R)_7_5,A6m,medial area 6,9,10,2.0,2.0,2,0.0877,0.08,0.01754
